0.02852,0.0442
0.05834,0.08656
0.08299,0.13201
0.1112,0.17213
0.13987,0.21272
0.14271,0.26689
0.15916,0.31785
0.17604,0.36089
0.19381,0.39991
0.20991,0.43585
0.22747,0.47026
0.24361,0.50107
0.26079,0.53199
0.27952,0.56292
0.29598,0.59112
0.31128,0.61768
0.32741,0.64345
0.3447,0.67039
0.36248,0.69555
0.37818,0.71987
0.39404,0.74607
0.41291,0.76953
0.43247,0.79242
0.45016,0.81168
0.46898,0.83183
0.48725,0.85032
0.50362,0.86725
0.52188,0.88525
0.53673,0.90169
0.54942,0.91943
0.56344,0.93619
0.57797,0.95175
0.59194,0.96612
0.60458,0.98141
0.6141,0.99672
0.62305,1.00875
0.63133,1.01878
0.63883,1.03152
0.64648,1.04741
0.655,1.06297
0.66381,1.07933
0.67059,1.09596
0.67833,1.1103
0.68796,1.12552
0.69903,1.1405
0.7088,1.1545
0.71613,1.16617
0.72387,1.17742
0.73232,1.19013
0.7426,1.19895
0.75146,1.20847
0.75751,1.2194
0.76215,1.22666
0.76707,1.23263
0.77323,1.23765
0.77812,1.2418
0.78163,1.24475
0.78439,1.24926
0.78603,1.25411
0.78897,1.26019
0.79218,1.2675
0.79581,1.2744
0.7967,1.28224
0.79916,1.28907
0.80051,1.29581
0.80368,1.30285
0.80649,1.30882
0.80875,1.31379
0.81235,1.31877
0.81692,1.32548
0.81957,1.32986
0.82511,1.33389
0.8303,1.33701
0.83411,1.34395
0.8371,1.3492
0.84214,1.35513
0.84647,1.35946
0.85064,1.36634
0.85364,1.37353
0.85592,1.38325
0.8559,1.39347
0.85782,1.4006
0.856,1.4035
0.86094,1.40607
0.86735,1.41034
0.87215,1.41556
0.87694,1.4217
0.88198,1.42766
0.88439,1.4301
0.88772,1.43485
0.89247,1.43737
0.89649,1.44004
0.89997,1.44079
0.90209,1.44174
0.90413,1.44258
0.90416,1.44267
0.90379,1.44139
0.90236,1.44113
0.90164,1.44115
0.90147,1.44026
0.90263,1.43862
0.90089,1.4347
0.89907,1.43224
0.89494,1.43076
0.89272,1.43155
0.89077,1.43564
0.89151,1.44192
0.89024,1.44769
0.88907,1.45235
0.9002,1.44175
0.91034,1.43506
0.91831,1.42784
0.92299,1.42317
0.92828,1.4233
0.93346,1.42399
0.9364,1.42614
0.93884,1.43008
0.94119,1.4344
0.94328,1.43959
0.94454,1.44348
0.94399,1.44561
0.94258,1.44813
0.94153,1.45126
0.94263,1.45468
0.94448,1.45728
0.94662,1.45939
0.94744,1.46194
0.94746,1.46273
0.94828,1.46315
0.95028,1.46315
0.95237,1.46571
0.95149,1.46985
0.95042,1.47112
0.9486,1.4686
0.94812,1.46692
0.95,1.46543
0.95129,1.46748
0.95335,1.46777
0.95576,1.46687
0.95668,1.46665
0.95835,1.46779
0.96061,1.46818
0.96332,1.46429
0.966,1.46051
0.96514,1.4591
0.96242,1.45735
0.96088,1.45636
0.95861,1.45506
0.95663,1.45484
0.95498,1.45595
0.95472,1.457
0.95658,1.46099
0.95862,1.46739
0.95668,1.47078
